id	name	kind	tactics	parent	platforms	summary	status	replaced_by
T1671	Cloud Application Integration	technique	TA0003		Office Suite,SaaS	Adversaries may achieve persistence by leveraging OAuth application integrations in a software-as-a-service environment.	active	
T1672	Email Spoofing	technique	TA0005		Office Suite,Windows,macOS,Linux	Adversaries may fake, or spoof, a sender's identity by modifying the value of relevant email headers in order to establish contact with victims under false pretenses.	revoked	T1684.002
T1673	Virtual Machine Discovery	technique	TA0007		ESXi,Linux,macOS,Windows	An adversary may attempt to enumerate running virtual machines (VMs) after gaining access to a host or hypervisor.	active	
T1674	Input Injection	technique	TA0002		Windows,macOS,Linux	Adversaries may simulate keystrokes on a victim's computer by various means to perform any type of action on behalf of the user, such as launching the command interpreter using keyboard shortcuts, typing an inline script to be executed, or interacting directly with a GUI-based application.	active	
T1675	ESXi Administration Command	technique	TA0002		ESXi	Adversaries may abuse ESXi administration services to execute commands on guest machines hosted within an ESXi virtual environment.	active	
T1677	Poisoned Pipeline Execution	technique	TA0002		SaaS	Adversaries may manipulate continuous integration / continuous development (CI/CD) processes by injecting malicious code into the build process.	active	
T1678	Delay Execution	technique	TA0005		Linux,macOS,Windows	Adversaries may employ various time-based methods to evade detection and analysis.	active	
T1679	Selective Exclusion	technique	TA0005		Windows	Adversaries may intentionally exclude certain files, folders, directories, file types, or system components from encryption or tampering during a ransomware or malicious payload execution.	active	
T1680	Local Storage Discovery	technique	TA0007		ESXi,IaaS,Linux,macOS,Windows	Adversaries may enumerate local drives, disks, and/or volumes and their attributes like total or free space and volume serial number.	active	
T1681	Search Threat Vendor Data	technique	TA0043		PRE	Threat actors may seek information/indicators from closed or open threat intelligence sources gathered about their own campaigns, as well as those conducted by other adversaries that may align with their target industries, capabilities/objectives, or other operational concerns.	active	
T1682	Query Public AI Services	technique	TA0043		PRE	Adversaries may query publicly accessible artificial intelligence (AI) services, such as large language models (LLMs), to support targeting and operations.	active	
T1683	Generate Content	technique	TA0042		PRE	Adversaries may create or generate content to support targeting and operations.	active	
T1683.001	Written Content	subtechnique	TA0042	T1683	PRE	Adversaries may create or tailor written materials to support targeting and malicious operations.	active	
T1683.002	Audio-Visual Content	subtechnique	TA0042	T1683	PRE	Adversaries may create or manipulate audio, image, and video content to support targeting and malicious operations.	active	
T1684	Social Engineering	technique	TA0005		Linux,macOS,Office Suite,SaaS,Windows	Adversaries may use social engineering techniques to influence users to take actions that result in unauthorized access, approval of changes, disclosure of sensitive information, or execution of adversary-supplied instructions (i.e., introduction of malicious payloads or software), while minimizing...	active	
T1684.001	Impersonation	subtechnique	TA0005	T1684	Linux,macOS,Office Suite,SaaS,Windows	Adversaries may impersonate a trusted person or organization in order to persuade and trick a target into performing some action on their behalf.	active	
T1684.002	Email Spoofing	subtechnique	TA0005	T1684	Linux,macOS,Office Suite,Windows	Adversaries may fake, or spoof, a sender's identity by modifying the value of relevant email headers in order to establish contact with victims under false pretenses.	active	
T1685	Disable or Modify Tools	technique	TA0112		Containers,ESXi,IaaS,Linux,macOS,Network Devices,Windows	Adversaries may disable, degrade, or tamper with security tools or applications (e.g., endpoint detection and response (EDR) tools, intrusion detection systems (IDS), antivirus, logging agents, sensors, etc.) to impair or reduce visibility of defensive capabilities.	active	
T1685.001	Disable or Modify Windows Event Log	subtechnique	TA0112	T1685	Windows	Adversaries may disable or modify the Windows Event Log to limit data that can be leveraged for detections and audits.	active	
T1685.002	Disable or Modify Cloud Log	subtechnique	TA0112	T1685	IaaS,SaaS,Identity Provider,Office Suite	An adversary may disable or modify cloud logging capabilities and integrations to limit what data is collected on their activities and avoid detection.	active	
T1685.003	Modify or Spoof Tool UI	subtechnique	TA0112	T1685	Linux,macOS,Windows	Adversaries may spoof or manipulate security tool user interfaces (UIs) to falsely indicate tools are functioning normally and delay detection and response.	active	
T1685.004	Disable or Modify Linux Audit System Log	subtechnique	TA0112	T1685	Linux	Adversaries may disable or modify the Linux Audit system to hide malicious activity and avoid detection.	active	
T1685.005	Clear Windows Event Logs	subtechnique	TA0112	T1685	Windows	Adversaries may clear Windows Event Logs to hide the activity of an intrusion.	active	
T1685.006	Clear Linux or Mac System Logs	subtechnique	TA0112	T1685	Linux,macOS	Adversaries may clear system logs to hide evidence of an intrusion.	active	
T1686	Disable or Modify System Firewall	technique	TA0112		ESXi,Linux,macOS,Network Devices,Windows	Adversaries may disable or modify host-based or network firewalls to impair defensive mechanisms and enable further action.	active	
T1686.001	Cloud Firewall	subtechnique	TA0112	T1686	IaaS	Adversaries may disable or modify a firewall within a cloud environment to bypass controls that limit access to cloud resources.	active	
T1686.002	Network Device Firewall	subtechnique	TA0112	T1686	Network Devices	Adversaries may disable network device-based firewall mechanisms entirely or add, delete, or modify particular rules in order to bypass controls limiting network usage.	active	
T1686.003	Windows Host Firewall	subtechnique	TA0112	T1686	Windows	Adversaries may disable or modify the Windows host firewall to bypass controls limiting network usage.	active	
T1687	Exploitation for Defense Impairment	technique	TA0112		IaaS,Linux,macOS,SaaS,Windows	Adversaries may exploit vulnerabilities in security software, infrastructure, or defensive components to degrade, disable, or otherwise continue to impair their ability to prevent, detect, or respond to malicious activity.	active	
T1688	Safe Mode Boot	technique	TA0112		Windows	Adversaries may abuse Windows safe mode to disable endpoint defenses.	active	
T1689	Downgrade Attack	technique	TA0112		macOS,Windows,Linux	Adversaries may downgrade or use a version of system features that may be outdated, vulnerable, and/or does not support updated security controls.	active	
T1690	Prevent Command History Logging	technique	TA0112		ESXi,Linux,macOS,Network Devices,Windows	Adversaries may impair command history logging to hide commands they run on a compromised system.	active	
TA0001	Initial Access	tactic				The adversary is trying to get into your network.	active	
TA0002	Execution	tactic				The adversary is trying to run malicious code.	active	
TA0003	Persistence	tactic				The adversary is trying to maintain their foothold.	active	
TA0004	Privilege Escalation	tactic				The adversary is trying to gain higher-level permissions.	active	
TA0005	Stealth	tactic				The adversary is trying to hide and conceal their actions, appearing as normal behavior.	active	
TA0006	Credential Access	tactic				The adversary is trying to steal account names and passwords.	active	
TA0007	Discovery	tactic				The adversary is trying to figure out your environment.	active	
TA0008	Lateral Movement	tactic				The adversary is trying to move through your environment.	active	
TA0009	Collection	tactic				The adversary is trying to gather data of interest to their goal.	active	
TA0010	Exfiltration	tactic				The adversary is trying to steal data.	active	
TA0011	Command and Control	tactic				The adversary is trying to communicate with compromised systems to control them.	active	
TA0040	Impact	tactic				The adversary is trying to manipulate, interrupt, or destroy your systems and data.	active	
TA0042	Resource Development	tactic				The adversary is trying to establish resources they can use to support operations.	active	
TA0043	Reconnaissance	tactic				The adversary is trying to gather information they can use to plan future operations.	active	
TA0112	Defense Impairment	tactic				The adversary is trying to break security mechanisms, pipelines, and tooling so defenders can't see or trust what's happening.	active	
